review_Id,comment_text,author_id,creation_time,rating,creation_date,polarity,Average
792,super.,"		cid-gp:aoqptogbhfllg9vkiupnkvdgocd5219wopjtzn-axurl3n1szqqc7viyrkn1tw9q-phqs1copvvsd9johldxng","		thu may 22 16:36:30 nzst 2014",5,22/05/2014 16:36,Good,
793,"offline map	i love this app but sometimes there are places that have no network connection.  google map support offline viewing.  why not enhance this app with offline map where there is no network connection plus saving the battery life???.","		cid-gp:aoqptoetrqzigvooht49e3nvjc8xpxyjlaql5m4tl1ydhpgovp9pgoyyblgocrqhuo-ptxpqumry3ida1snpjw","		thu may 22 16:11:08 nzst 2014",4,22/05/2014 16:11,Good,
794,"neel	i love it.","		cid-gp:aoqptoesw9ehvsvythj7tu28qcnwjhrnojltpfisucywrgbcc8tolvfj_batdgqcb6d-grnhtmblakojqrveuq","		thu may 22 12:37:11 nzst 2014",5,22/05/2014 12:37,Good,
795,"great for runs	use it all the time.  easy to share maps and data.","		cid-gp:aoqptoh2pjaz5owdfhskkf69avpuyz-khvs94djbfheqeahgqnqb1fecujxd_9zbrlc8ssct5nqa2dwbwlgmyw","		thu may 22 05:43:55 nzst 2014",5,22/05/2014 5:43,Good,
796,"wtf	i woke up to my phone no longer having the places app and my navigation. both i used often. idk if there was an update but wtf. i liked it the way it was.","		cid-gp:aoqptoew86os8xnnfnlfkjjsaxwgyijz_zhsanyhymerlyahd0knnei_riq0aka1zlqwt1depiqenlabemwslq","		thu may 22 02:59:27 nzst 2014",2,22/05/2014 2:59,Bad,
797,couldn't find a launcher. will have to go to the play store to launch.,"		cid-gp:aoqptof5a2fryveqd-cnmkwqh9vpaw4x8fj7ec-dzokpiabej_x5qoqc2lpzfjcerdr5tmhjzcasu9ysjlwvvg","		wed may 21 20:25:12 nzst 2014",4,21/05/2014 20:25,Good,
798,"superb quality	best app by a long shot for mapping tracking on trails that i have found.","		cid-gp:aoqptohj3uvcutmt5kanyqftkfo0mrnloxpx9iyzaxb5x2hbmek0sibpyogp_3ou18cu2mngj0fu-fzeuh9g5q","		wed may 21 13:25:34 nzst 2014",5,21/05/2014 13:25,Good,
799,gps poor.,"		cid-gp:aoqptof9drdo_lebatbyzowhqp2lnnc9f9wbwfbgruw4jv58excsxzwsmanq4uj2t5mf68ukp2s_ktxr1zumuw","		wed may 21 13:21:49 nzst 2014",2,21/05/2014 13:21,Bad,
800,"htc wildfire s a510a  sm-t210r	awesome........","		cid-gp:aoqptohosazo3siyvucfc6tpq_pnkxtydyggf-qx81skabo1fvd-pfktolp3oqhgjr4g6rlgvf9gb3snffzscq","		wed may 21 12:47:03 nzst 2014",5,21/05/2014 12:47,Good,
801,pushes to many apps.,"		cid-gp:aoqptoe_qxrpxteu-cdajonpz_q8_jliuibmckokns9onnbdzcztn8vzu6smdd8lvrgnq0alyzia3jvpzz8hiq","		wed may 21 10:28:30 nzst 2014",3,21/05/2014 10:28,Good,
802,"thanks	nice application.","		cid-gp:aoqptohztnwmvnz0l81od-d8f1nelrdqtgn--nrs25ygybfeia9caruoxaszsc97r7uund_n3cd-ubzlszkgha","		wed may 21 09:49:47 nzst 2014",5,21/05/2014 9:49,Good,
803,"i love this app	this app is great for tracking your walks or runs. i f is very simple and keeps track of everything for you. battery life is fine with this app. i have 2 requests. 1 make it visible on the lockscreen while its running and 2 make the tracks editable. i forgot to stop the tracking the other day before driving home and it tracked the whole drive home and made it look like we went 23 miles instead if 6.","		cid-gp:aoqptof-yetyicsy95h8eerw8wng0iqime56ed4u8cs7eld1ogxebhve_kzjmuncv925uuzhfahyi8omjrw9rg","		wed may 21 08:27:00 nzst 2014",4,21/05/2014 8:27,Good,
804,"wtf?	not showing in my app drawer?.","		cid-lg:aoqptoe5z-kgub-dlrexim2v2ey85f2qblhuupub7ihlybnbgetv_qtglvixf_avpo3dzi1i-fmqqb-cjvayww","		wed may 21 01:48:06 nzst 2014",4,21/05/2014 1:48,Good,
805,"great tracking bad stats	i love that this app is free and that it syncs to google drive.  the gps tracking quality seems to perfect on my galaxy s4 even without an internet connection most of the way.  my biggest problem is that the calories tracking function seems to output completely random numbers. i bike for exercise. the other day i rode 9.3 miles and burned 725 calories. 22.5 miles at nearly the same average and max speeds? only 734 calories. 45-minute slow cruise with the wife? 13461 calories. you can't trust it.","		cid-gp:aoqptoga3qamgwc3zzdylnch3lmkro1zfcty6ptrjlz8f9eck0djyym_ppyhpm34pyqr-fydlvypcbgosikomw","		tue may 20 17:57:30 nzst 2014",3,20/05/2014 17:57,Good,
806,"used to work fine now gps terrible	i am now always getting waiting for gps message on my nexus 5. even during a 45 minute walk the map pointer was accurate but graph and stats showed i did not even leave home did 0 everything in 45 minutes... used to work fine and was quite accurate.","		cid-gp:aoqptog3d0drixqsfsfz_x6jshgxei-ywxhztvc8r9avpf5kajz7sfadkhsmv0ehka4h-fwd_5yuoipwfra7gw","		tue may 20 13:36:59 nzst 2014",1,20/05/2014 13:36,Bad,
807,"good	good.","		cid-gp:aoqptoho4h0fjm-h8mxjctc6g1xiqmzrud3ry1jj1wu9swz4xhilwi2xqlrty7u3zcllildf31uzku7wm9odfa","		tue may 20 06:46:55 nzst 2014",5,20/05/2014 6:46,Good,
808,"my track	very good app.","		cid-gp:aoqptoerzlh4nbfxzeyuwp1tvgfmkxt38hfxm1obhscvar_z-xsywn7c4peb8xq7ptnzieonnhjfiwp4ehfmgg","		tue may 20 03:41:10 nzst 2014",5,20/05/2014 3:41,Good,
809,nice.,"		cid-gp:aoqptog6m1pzgvhapwpchnxmgqwdpz_k4ceimzvt9rnpsmvv1squwfab1_oxfwkyf8bpgnvvqtk9rflpqxking","		tue may 20 03:12:58 nzst 2014",5,20/05/2014 3:12,Good,
810,"was amazing...now it's not	the calorie tracker seems nice but today said i burned 3000 calories which is impossible for a 7 mile run. looked at the altitude gain and i guess i ran up mount everest because it said i gained 17000 feet in elevation. i may have actually ran up 2000 feet. the photo taking is cool but it doesn't upload them to gmaps. please fix these thing.","		cid-gp:aoqptog9beq65vkzv72gt-ydjisdnky63ey-h-covazmzi7n6t-qe0plhoyhal1i0eftobkx_qbi_wo0pbc7gq","		mon may 19 14:42:20 nzst 2014",2,19/05/2014 14:42,Bad,
811,"terrible	the minutes go fine but the mileage always stay at zero 0. please help thanks.","		cid-gp:aoqptogz61zw8ohnkoicieibmndk-vube_vzpclyk_8jbeiubtp26l6agaik1g-so1hfsitdvhfnh_97csavoq","		mon may 19 11:13:57 nzst 2014",1,19/05/2014 11:13,Bad,
812,"excellent metrics and mapping for fitness	don't miss the g-earth video playbacks.","		cid-gp:aoqptof51xlkmndj5jgiktoqgdbuigyq1z-7x1vkf3_op2146g6qia7an51n5wopqtr-rwmpd_8hc9mvcekw7w","		mon may 19 08:58:09 nzst 2014",4,19/05/2014 8:58,Good,
813,"very nice app	good job google team  thx very helpfull app.","		cid-gp:aoqptogb0oqbm9vmv8s9dbodxfvoqka93ehfotmwlpr79qbvvpo_sjwhpx0jeh_nzltw95dxe-_obicaukzh6q","		mon may 19 07:04:32 nzst 2014",5,19/05/2014 7:04,Good,
814,simple to use and doesn't eat up the battery.,"		cid-gp:aoqptofjyf4g3xavrq_y4wcgtozgmo5jcswlv7n1sweskxdiyiu_jbmv5aaxx8s6af6fhk68b758_szhz1tiiw","		mon may 19 04:41:50 nzst 2014",5,19/05/2014 4:41,Good,
815,"doesn't track reliably	the app often drops its gps tracking signal despite keeping the time running. as a result the total moving time is accurate but the distance and map is incorrect. used to work well but a recent update caused this problem. using a verizon motox.","		cid-gp:aoqptof432gkz_qdrgcrmxs6z9uqhm7_nhxwhqcyhxbqfcwmfyzyvaowaab3aekhyaj9mxsxngse32xk3krzma","		mon may 19 04:13:24 nzst 2014",2,19/05/2014 4:13,Bad,
816,lack of accuracy of location made it useless as my path was tracked as jumping all over the place doubling the distance reading and making all statistics incorrect.,"		cid-gp:aoqptoelgu9k5msf8qvyi7skwahltxmrhtkowtoalchgsvf1ohabms-u8hmp-l-l0fwikujzhyy--cuvulavwa","		mon may 19 00:58:40 nzst 2014",1,19/05/2014 0:58,Bad,
817,"great	i use this for longboarding it works very well...tells me my top speed while mapping my route along with elevation. amazing app keep them coming.","		cid-gp:aoqptogsvnwrmfhtwzfywysjoibq-nhscupjhq-srbvps--nnpv55tgu0-ryxisg-gjzgifylhuvpdc1c0dnvg","		mon may 19 00:47:44 nzst 2014",4,19/05/2014 0:47,Good,
818,"love it...	nothing else to say... this app works...","		cid-gp:aoqptogd9sjtxvhlplffu6vbig3a9eutd-lz-scr4x9dhntkqhgb49mp6vontwxetlrbnow8mltabjvr5skeag","		sun may 18 21:51:16 nzst 2014",5,18/05/2014 21:51,Good,
819,"cool	nice.","		cid-gp:aoqptogwvggplhw3jiuruual-p8mhxoqpmw2jqrebn_tlsidknvodpnmb7wt3s23imnr2kzm2kwmi5xquk_awa","		sun may 18 18:11:58 nzst 2014",5,18/05/2014 18:11,Good,
820,just started using it but already love it.,"		cid-gp:aoqptoh6i6u-ewyyleughjeg_xbwofwhrrlm_ypfz0m4u67fapbwecmtiiiq6maqxpr8valqj06x8fjh_dwfdw","		sun may 18 15:11:03 nzst 2014",5,18/05/2014 15:11,Good,
821,this is my favorite for dog walks and bike rides. much more reliable than any fitness band.,"		cid-gp:aoqptofjto62pej596mtr6aclp9l95bxjt43fzb_0ghyjpssbbumt3x3jyeax35aenkpvtxcjtetpmwpdubbza","		sun may 18 11:32:24 nzst 2014",5,18/05/2014 11:32,Good,
822,ok...,"		cid-lg:aoqptog0zjmxav235sxk86z0gz0o95ahtkthvewgdq_m64yfew0wmccpz8u2nsesugwh_uc8pynt3ahh0aamza","		sun may 18 10:18:16 nzst 2014",5,18/05/2014 10:18,Good,
823,"good but not without flaws	default settings for accuracy tolerance aren't fine enough and result in what looks like scribbling on an otherwise straight walking path.  synchronization from google drive isn't working on one of my devices.  a couple times the tracking seemed to stop and didn't get logged.  it does a decent job for a free app but i'd still like to see some of these issues fixed in future versions.","		cid-gp:aoqptohc6xm8u0wsvysqjsejhhhh7xmcttdkpchy4ds6cps17frvxywbt-ipbmsriumkeryfl15tvwn4jbvcyw","		sun may 18 09:05:18 nzst 2014",3,18/05/2014 9:05,Good,
824,"requires 'goodle play services' bloatware	won't work without 'google play services' bloatware installed which as my phone has limited storage means it won't work at all - i don't have the space to have both this app and play services installed at the same time.","		cid-gp:aoqptoei732i2gijvlk1xwb83lhpsq1bxvmvnd0zhzl9pq2inkno3zlxsb41kapolrbvhsm7qkritxt_bheudw","		sun may 18 08:23:04 nzst 2014",1,18/05/2014 8:23,Bad,
825,"gps unreliable	just returned from a 30 min run but according to this my total moving time was 11mins. not the first time its happened - very poor. uninstalled.","		cid-gp:aoqptogg7eeykxkbk7g_qnjozucpwmdjanqjt2cwf5zowoiuvzy02oznc-lgminndhshoyefbkblwqm1xh29ng","		sun may 18 07:39:16 nzst 2014",1,18/05/2014 7:39,Bad,
826,"the go-to tracker	sometimes it fails to find gps satellites when i start a recording but eventually it begins to track. i don't understand how this is possible since it can locate me but whatever it remains the go-to app for recording my rides. strava doesn't find anything at all.","		cid-gp:aoqptoevj1giskxwlimbyuxfp2fyfnbqwcybk31q0ysg5giadzmz6pfchqqcioiv1kjog5ujze3uuhenujm6lg","		sun may 18 05:51:49 nzst 2014",4,18/05/2014 5:51,Good,
827,very nice app.,"		cid-gp:aoqptogffs9wvayveppybxe1wjw8ikochsoxcydwpjwmgfsbsqjqf-4hrggyr-htab3s3huxyfumws8wmwgsaa","		sun may 18 00:51:48 nzst 2014",5,18/05/2014 0:51,Good,
828,"crashes constantly	using this app is frustrating as it crashes constantly after some time it is recording your ride.","		cid-gp:aoqptoggeu-mjvclm6rrqzewcg_rdpbbo7qvsuq7rmdxuajpn8wawpplsdp42kvws7oiu930bep84mn8au5pjg","		sun may 18 00:26:16 nzst 2014",1,18/05/2014 0:26,Bad,
829,"need help	can anyone tell me how to upload ""my tracks"" path to google maps for public uses?.","		cid-gp:aoqptoghjkry_yfiskidhg7kexf9uftqfo5w52nfvb4tvgn7szujonz_qmw5vdfgokomkdbt4yi1mud_w1hgaa","		sat may 17 21:09:22 nzst 2014",5,17/05/2014 21:09,Good,
830,"great	i use this app every time i hike.","		cid-gp:aoqptofi3nzfar7rrsj6_kfxymivoxhyeao_l6uwiqlp6dn6rkagzi_opf9xteswk0zc3zx6-tfmsj_i7kgx3g","		sat may 17 19:50:53 nzst 2014",5,17/05/2014 19:50,Good,
831,"elevation incorrect unable to upload tracks to computer	the elevation gain is completely off. it's reporting single day gains of 10000 meters on my bike trips when the reality is more like 1000-2000 meters.   but the biggest problem is that once i have recorded the tracks with my phone there is no way to transfer them to my computer. when i connect my phone to my computer via usb and look in the mytracks folder in the android directory it is empty. when i choose the option within the app to upload the files to google drive it fails every time. without the ability to upload the files to my computer this app is next to useless.","		cid-gp:aoqptoeltz3yrawdno3_sufwjhxn4kuyptnraafugrcbouikwn5d34wo_jk5hdntpjwhlrnhjwsnwxhdemobwg","		sat may 17 19:26:53 nzst 2014",1,17/05/2014 19:26,Bad,
832,"does everthing. but...	the google way. of late am getting erroneous tracking. today i ran a marked 10 km and the app shown 14 k.  using moto x.  uninstalling.","		cid-gp:aoqptohkyptocctxpcdsisf_axxpvzmoieuzvfdfnjxsoklih086bymmumjismasue0fij6un2pmlmvhnc7yfa","		sat may 17 15:54:54 nzst 2014",2,17/05/2014 15:54,Bad,
833,"samsung galaxy note 3	very important & useful tool for navigation.","		cid-gp:aoqptogl3qwgh0n7y4eayp-ahno0n2ld2iqznlnfwxudrimcdkf4vszvjsvbvyxhrt_mxonwhnnzudj_-v8r4g","		sat may 17 08:35:26 nzst 2014",5,17/05/2014 8:35,Good,
834,workers.,"		cid-gp:aoqptofizhgixcmi7as1tanav9zcfgkn_m_bs3qd-drpaf2j4q1aj_lhl_pphmghpxrgujzjy8bfat78tjt0xq","		sat may 17 06:16:11 nzst 2014",5,17/05/2014 6:16,Good,
835,"only thing i'd change is.....	being able to see both speed & pace on the stats page.  you can change this in settings but that's clumsy.  there is plenty of screen space to show both at the same time.    i like how the data is exportable & really like the terrain view when i'm hiking in the mountains.    great app.","		cid-gp:aoqptogmw0eyo9fcte4kn4b6hmk9j8qfn5o2kjp97hzi0zoymntkbxr9rnhbpinkf55lec_vsfl5yhroy8fd3q","		fri may 16 23:38:22 nzst 2014",4,16/05/2014 23:38,Good,
836,my go to tracker and fairly accurate.,"		cid-gp:aoqptofbyfttvgkzzcjhlpgmwbyi9ib1r3rgevtamr-5wn_n7w0uzanlalwws2pk9pdnpypg3qiekggqioiwyq","		fri may 16 18:32:50 nzst 2014",5,16/05/2014 18:32,Good,
837,"elevation data all wrong	used to be great now elevation gain data all wrong. walking 10 steps gained 7100ft - whats up with that?? please fix it.","		cid-gp:aoqptoecgy2e5dzvtwdhcn3rrljpfxp6xaoxxvkgbbmah-vxo14aie4y1zdbklculdlxl_zmgxynu_dfmpgksa","		fri may 16 18:27:21 nzst 2014",1,16/05/2014 18:27,Bad,
838,"great app	i am very satisfy from the app easy to use has all the things i need. thank you :-.","		cid-gp:aoqptoeksnsux8ahtryzlf_y__1afrhazavall_z-7eikobp4urfhrnzvv1o8xd3mqevn1kjw5jwuq0o4mgvva","		fri may 16 17:39:25 nzst 2014",5,16/05/2014 17:39,Good,
839,excellent.,"		cid-gp:aoqptoeg3v-duvypdntqnvdo4n2ti5mmd1e-ffzy0ozufwhzoyneja2hxdza5rdjqgtc_wrhc_3vmrbd4_ibpg","		fri may 16 11:12:05 nzst 2014",5,16/05/2014 11:12,Good,
840,vajalik vidin.,"		cid-gp:aoqptogjih0gvk037w79yt_jxxefopq7pnptjx0jo3op9wisqbhf9vcmvwzarbxc0bj5y9ch6h77wtspfpdm8g","		fri may 16 08:30:32 nzst 2014",5,16/05/2014 8:30,Good,
841,awesome.,"		cid-gp:aoqptoeq9whubxo4nqwnolnwjoqi0j8rtizo2xpgzxpjq0gcafvkypzvxlmqbnykdozmsjnvfnc5e8f2lklhog","		fri may 16 07:41:30 nzst 2014",5,16/05/2014 7:41,Good,
842,"what i need	smooth and fast.","		cid-gp:aoqptohyjoej30a652fis1lg9p-bq8zy6qaldzzx-gnsllt4qagsssfpkpzxhsaomxzifwlchi95dg7lcx3fgg","		fri may 16 07:09:34 nzst 2014",5,16/05/2014 7:09,Good,
843,good.,"		cid-gp:aoqptoh5rtic6xo3xpvw69nibrwywfcb9ory7oe84tnc-z0ghhdzwubbqkgzh9fpddfwqnxeamleazouwqcrta","		fri may 16 05:19:30 nzst 2014",5,16/05/2014 5:19,Good,
844,ugly.,"		cid-gp:aoqptofdum7oy3rb5t1lrvgwilsatakyftcj0j9ahdbokfulez3n0s1fkfqt3qqez53hbcynudul6i0dt9amcq","		fri may 16 01:26:38 nzst 2014",3,16/05/2014 1:26,Good,
845,good for your health can calculate.,"		cid-gp:aoqptoern1qdgc2bu2yuw76mykmt9jkuvnqct3psioqbs1jjxmj0gkm4lc4nudw2hu7wednvdn5lzglzxl-1pg","		thu may 15 22:23:15 nzst 2014",5,15/05/2014 22:23,Good,
846,super.,"		cid-gp:aoqptohekzlt7y57pglpk2rh7esrq3ae6skd1n-wg_co1gw8vfkeadrjmpt1entkn5dknr2h9zutm44ndhii-g","		thu may 15 22:04:42 nzst 2014",5,15/05/2014 22:04,Good,
847,"very useful app	requires no additional supplementary device. absolutely great. does best use of google's location service.","		cid-gp:aoqptohywf1lmv-ili3ohypbazmrrsthfztc-vmw6l_d_nl-hajhqmrv88sut5_ih60jwejdpruugan7r9g-tq","		thu may 15 14:28:12 nzst 2014",5,15/05/2014 14:28,Good,
848,"google  you never let me down - yet.	we love google in this family. wife was an iphone user until she used my old android which is a piece of junk and 2 years old but it converted her.","		cid-gp:aoqptohlapsck2-szzomiylmr6xbysrkb6gylpz6r1wnijti8dvj0jliiakmj00rvlutmnx4li17ih1tpye6na","		thu may 15 13:21:26 nzst 2014",5,15/05/2014 13:21,Good,
849,"must have back-up	when my main biking app fails 1/4-1/3 of the time i'm always glad i have this running in the background. in a few ways this is actually better than the others such as the actual moving time counter and useful voice feedback.","		cid-gp:aoqptoh9vis_o8iudxqm6jkvqvhinpybpn1t3msa5wmvslwggiylwauujzkuone13reqqob11cwlodd4wbrbeg","		thu may 15 10:24:53 nzst 2014",5,15/05/2014 10:24,Good,
850,"great interface	simple to use and delivers the information i want. distances and speeds are spot on heights and gradients less so.","		cid-gp:aoqptohnmwaatkmewggyfgjq_w3tyg7vclyxpshutl48pk7mvn8yzwpsschohql9xugz0mcudtjeuunfm-_pew","		thu may 15 08:47:24 nzst 2014",4,15/05/2014 8:47,Good,
851,"not as good as before.	will not record route correctly. shows track jumping all over and shows incorrect speed ie. walking at over 20 mph. what went wrong?.","		cid-gp:aoqptoggaj8snu3mo3fix2uyy9bv1luk5ohtlygfruh-lxgo2vv48xxqpgldt32_xj6fwlld-md8pvkvuqvrgg","		thu may 15 03:08:52 nzst 2014",1,15/05/2014 3:08,Bad,
852,"deva deva	hai it was nice.","		cid-gp:aoqptofj_jkkpncfy0rbqsubho-1hjfncmrisjprjgkj2mkk5cihp7hfgcgfw2hlyl3kqosytfrzmxts2lpxma","		wed may 14 17:04:23 nzst 2014",5,14/05/2014 17:04,Good,
853,good app...,"		cid-gp:aoqptogpuysbzg0gotq4csqjoesu5ob8ofj5hz20nytg-jok6dzsyaof86x_qluph10vz05ir7upfsvcp--etg","		wed may 14 13:10:33 nzst 2014",3,14/05/2014 13:10,Good,
854,"splendid inovation	muchmuch useful application for all. specially marketing or sales guys who do cold calls want to remember the routes they traveled.","		cid-gp:aoqptoh6wmauuzg0pm9dbrqw8f36f-i1cy37wvsimh4zyrdpwq3rygkyvpdlzdy6iszobdwrg5xyq_wfmx-tiq","		wed may 14 04:14:02 nzst 2014",5,14/05/2014 4:14,Good,
855,u.,"		cid-gp:aoqptogzlsxrbig6mdlofs7ygfwax5wxmnmj4htxmpabdzikzh9acjhp4kycjrds6uwkyyzblhx7arp_rt03ow","		tue may 13 17:07:19 nzst 2014",4,13/05/2014 17:07,Good,
856,"great app even when no service	i do not have service where i hike. but still works great. would like to see weather integrated into this app.","		cid-gp:aoqptoej08recjejm8julfslgvi2sulpljwevtb02vfupuhmjxgkf_jtpydhcclhbfbflxxuz_kio1su-mnlca","		tue may 13 04:35:34 nzst 2014",4,13/05/2014 4:35,Good,
857,"inactive when phone locked	the gps navigation has loads of bugs...wrong track wrong speed and the calculated calory value is always fallacious. my speed is identified as 0 once i press the power button. the worst app i've ever used.","		cid-gp:aoqptognmprdnldu8bfnrzwn4xtnkb2m2m9qc9cxitqjlla4ffi9jtrmotttcmi-__ukrzaaqddty-rn2xg4ww","		tue may 13 02:52:56 nzst 2014",1,13/05/2014 2:52,Bad,
858,now it needs the map update.,"		cid-lg:aoqptohdblly9nmja0xc0rpqjmb6_amgk-oqhrxlykpjgrhdmdglme-qpsuqqll1v7nbnhclbqobg8k4fbsiba","		tue may 13 00:56:06 nzst 2014",5,13/05/2014 0:56,Good,
859,fit :.,"		cid-gp:aoqptoedme1avychn9ogp15xjx_awlwztllluxls7runaczoo7qc9_u0iplwmjld5ffpfjmwchs95adyzcqvuq","		tue may 13 00:06:48 nzst 2014",5,13/05/2014 0:06,Good,
860,"by alwin	this app is very fantastic app and very help full.","		cid-gp:aoqptof1swvspt8nrrnwg5aroz1y7ct6bc0aduf60cpbgckjflvjogefqaeivnt53s4snb4n-kzufzhcjq3vxa","		mon may 12 20:12:37 nzst 2014",5,12/05/2014 20:12,Good,
861,"useless	you could lock stevie wonder and ray charles in dark room and they'd be able to give you a more accurate description of where you are than this app can.","		cid-gp:aoqptof6jvk-0uulrevw4ldpl78l-dg86vhwwb7fhvy0reksykbp-ysqyxx6f828l2cr0farchkvcfsai4i1xw","		mon may 12 18:49:36 nzst 2014",1,12/05/2014 18:49,Bad,
862,nice.,"		cid-gp:aoqptohg4yxglosx7zhfshgs_h_1zj1vxqn-gmwvmyjabol5286i_hewpfuejsyy3q5oacjnpauvkqwc84arhq","		mon may 12 05:07:49 nzst 2014",5,12/05/2014 5:07,Good,
863,best mapping app for exercise.,"		cid-gp:aoqptohfxhxyjirqyma3ej95xztpavkakp_vkjaljzuuk-b4nyrcfx3fdrmetkzksdtkmheilrcgnkytgvmrug","		mon may 12 04:15:26 nzst 2014",5,12/05/2014 4:15,Good,
864,"accurate and efficent	this app improved both in features and performance.","		cid-gp:aoqptofeslpm6jm5lykbjb7r6w0kbcn36rgyn5fp9g54sxmpbui3pqflaawzermgkkd0_kolcigmhv3ruko2bw","		mon may 12 03:40:41 nzst 2014",4,12/05/2014 3:40,Good,
865,great app.,"		cid-gp:aoqptogrxkrc8nyj83bbog2dnunuw5tfobfh3owkncnudtr4rsblwjyyfykzwdrrxdshpsn32bthxm9yl2dyiw","		mon may 12 02:13:48 nzst 2014",5,12/05/2014 2:13,Good,
866,"ok	good.","		cid-gp:aoqptoevl8bdopdgsqy2lnsbrv2g-tpyxyeqvgntn8wkitj6vslbjqej_emk49vqtdrtmo41yiuendwqusih_w","		sun may 11 19:51:48 nzst 2014",5,11/05/2014 19:51,Good,
867,not working properly.,"		cid-lg:aoqptoetsjikhzamn-eh3e4n2dswclhm5rzvqzvlkdvjxdfuuyqayrl26yc6ihma58bt9ldhclate7s7jfoyaq","		sun may 11 11:06:59 nzst 2014",1,11/05/2014 11:06,Bad,
868,"excellent	no words needed.","		cid-gp:aoqptoeqtgnodi_qjjxbs8vs_m8umbrvcsoazvye6-an0mkd-k_f7duerife0x8ie8vhntixjm1jlo1nkfe_iw","		sun may 11 06:18:30 nzst 2014",5,11/05/2014 6:18,Good,
869,"useful app	i like the view multiple tracks thing. can you make a smaller widget?.","		cid-lg:aoqptofoxkjjviwl6xo4n_wcm413mmaruxb6qc1yi8fedohud-7sd7kvqyyemmbvjs2lgx_wynmou_aknkr51a","		sun may 11 03:30:06 nzst 2014",4,11/05/2014 3:30,Good,
870,"having trouble with htc one m8	it looks like the gps only takes intermittent position readings.  a walk will include long straight segments along with more detailed sections.  worked great on my razr.","		cid-gp:aoqptoemvxqepa0sjzgnipxiot35nyx5vd4eaacsufqffnoidczbsa5k5soztotbc-ijygjdth6wsiptdwxosa","		sun may 11 01:58:31 nzst 2014",3,11/05/2014 1:58,Good,
871,"kashyap	this is great apps....","		cid-gp:aoqptogfcvavawwr_pwhttkd-qa0i4rww0v23vza284iumpp_qjso3wkz-bm-rh1kqcilvuxmsiiq5bnrzojag","		sat may 10 23:03:07 nzst 2014",4,10/05/2014 23:03,Good,
872,poor.,"		cid-gp:aoqptohlw7mlkya5vfwjrxrm3itrgqmot3zp7u8n4snktf6nexlk_gyznyfwzflcq3mpfn21eqhvclswuiba4q","		sat may 10 20:17:29 nzst 2014",1,10/05/2014 20:17,Bad,
873,"not accurate at all	walking my dog around the neighborhood with gps on for 10 mins burned me 140.calories? i wish it's that easy.","		cid-gp:aoqptogksmpiyt71q9m8olcgrfomdw0zld79b6nyjnsjsrmuef7qamwtkdskngvsq2j1m0bockatni-1kqiuta","		sat may 10 19:15:33 nzst 2014",3,10/05/2014 19:15,Good,
874,great.,"		cid-gp:aoqptofljfyave7hq25wlurrfmu7kqduo8nfolkmh6tl1xxvjld4g88xbdk6nfcl323qms4knfu2mgws7k-bpw","		sat may 10 18:59:31 nzst 2014",5,10/05/2014 18:59,Good,
875,"does 'okay'	recent update has fixed slight battery draining issue but i still find the app opening and running in the background randomly draining battery.  opening a route via google earth doesn't always seem to work even from the desktop.  tracking and gps location recording works just fine. segmenting seems a bit off when there's no internet connection.","		cid-gp:aoqptofw_i_v5ishproae7d8lbopu4wtpvcxpxiidqqfk3o1elkrimdl_rispsgyx94r34af-z6bvnzzp7epzg","		sat may 10 15:59:33 nzst 2014",3,10/05/2014 15:59,Good,
876,"cool app	awesome app but a battery killer.","		cid-gp:aoqptogbeahdnegvmprludupimqpdrwxxjxorniyugaxrhbuvtpppokkuezeoljutwne447jzbl-iliv_ofz9a","		sat may 10 12:12:04 nzst 2014",3,10/05/2014 12:12,Good,
877,good app when on the bike.,"		cid-gp:aoqptoehnamkjezer3vbojfucxorsmmahl8at5d5dinv3ubsvejiwtfklmsjpvp3xgu6y0jpixxyasuphavfda","		sat may 10 05:46:24 nzst 2014",5,10/05/2014 5:46,Good,
878,so sad was working well for about a week now it can't find my location google location knows where i am so i know the gps is up and running. asked sony tech bods about this and they say it's not the phone please help i'm very disappointed 😞.,"		cid-gp:aoqptoghu2nu_7bilm1izw74sh9isd05ssnpufhio_45aurigrqaqdcrqntmydqig0hruifo90mqaeweovdopg","		sat may 10 05:41:46 nzst 2014",2,10/05/2014 5:41,Bad,
879,"dotty maps	started out with no faults head and shoulders above any id previously tried for the last month my maps a scattering of dots. please sort gps out guys.","		cid-gp:aoqptohb_tbkxfcu-ybwsa-zrpeef4fm5l22sqrxquqdfayr692869s-7gfztrutsbdjfu9f8v6vcmimn1lwja","		fri may 09 20:28:20 nzst 2014",3,9/05/2014 20:28,Good,
880,used to work very well. now often fails to record anything. android 2.1.,"		cid-lg:aoqptogeg4yeurl-_w276uzcb4judqsugo0_cdjexrjoxf75pgj7sxakujg7hsmawt0igjirav5ruxye4foyzg","		fri may 09 19:50:54 nzst 2014",3,9/05/2014 19:50,Good,
881,used this on the motorcycle and in a small airplain worked great.  and you can watc you tracks on google maps.  awesome.,"		cid-gp:aoqptogf4tq5z4wq0z5i1jihmr0cubll6kkgt8x_evhdyocfo5hbmfas5udmppaky4mrjl-fh3v8ydlji8300w","		fri may 09 17:38:50 nzst 2014",5,9/05/2014 17:38,Good,
